"admin","R_cat","P_cat","M_cat","max_cat"
"¦æµ½¨½18¾F",2,1,0,"R_cat"
"¦æµ½¨½19¾F",4,0,0,"R_cat"
"¦æµ½¨½1¾F",1,0,2,"M_cat"
"¦æµ½¨½20¾F",14,2,0,"R_cat"
"¦æµ½¨½21¾F",1,0,0,"R_cat"
"¦æµ½¨½22¾F",2,1,0,"R_cat"
"¦æµ½¨½2¾F",4,1,0,"R_cat"
"¦æµ½¨½3¾F",6,0,0,"R_cat"
"¦æµ½¨½4¾F",6,2,0,"R_cat"
"¦æµ½¨½5¾F",4,0,2,"R_cat"
"¦æµ½¨½6¾F",4,2,0,"R_cat"
"¦æµ½¨½7¾F",2,5,0,"P_cat"
"¦æµ½¨½8¾F",1,0,0,"R_cat"
"¦æµ½¨½9¾F",8,2,1,"R_cat"
"¦è¦w¨½11¾F",6,1,1,"R_cat"
"¦è¦w¨½12¾F",1,0,0,"R_cat"
"¦è¦w¨½13¾F",7,0,2,"R_cat"
"¦è¦w¨½14¾F",4,4,1,"P_cat"
"¦è¦w¨½15¾F",2,1,3,"M_cat"
"¦è¦w¨½16¾F",3,1,0,"R_cat"
"¦è¦w¨½17¾F",3,1,1,"R_cat"
"¦è¦w¨½18¾F",4,0,1,"R_cat"
"¦è¦w¨½19¾F",3,1,0,"R_cat"
"¦è¦w¨½1¾F",0,0,1,"M_cat"
"¦è¦w¨½20¾F",14,3,2,"R_cat"
"¦è¦w¨½21¾F",2,0,1,"R_cat"
"¦è¦w¨½22¾F",1,0,0,"R_cat"
"¦è¦w¨½23¾F",7,6,0,"R_cat"
"¦è¦w¨½2¾F",0,2,0,"P_cat"
"¦è¦w¨½3¾F",7,4,0,"R_cat"
"¦è¦w¨½4¾F",1,0,0,"R_cat"
"¦è¦w¨½5¾F",1,1,0,"R_cat"
"¦è¦w¨½6¾F",1,0,0,"R_cat"
"¦è¦w¨½7¾F",0,1,0,"P_cat"
"¦è¦w¨½9¾F",3,1,1,"R_cat"
"¦è§ø¨½11¾F",1,0,0,"R_cat"
"¦è§ø¨½14¾F",1,0,0,"R_cat"
"¦è§ø¨½15¾F",1,1,0,"R_cat"
"¦è§ø¨½16¾F",1,1,0,"P_cat"
"¦è§ø¨½17¾F",1,0,0,"R_cat"
"¦è§ø¨½1¾F",1,0,0,"R_cat"
"¦è§ø¨½20¾F",1,0,1,"R_cat"
"¦è§ø¨½22¾F",1,0,0,"R_cat"
"¦è§ø¨½23¾F",1,0,1,"R_cat"
"¦è§ø¨½24¾F",4,2,0,"R_cat"
"¦è§ø¨½25¾F",4,1,0,"R_cat"
"¦è§ø¨½27¾F",2,0,2,"M_cat"
"¦è§ø¨½28¾F",1,0,0,"R_cat"
"¦è§ø¨½3¾F",1,1,0,"P_cat"
"¦è§ø¨½7¾F",4,0,0,"R_cat"
"¦è§ø¨½8¾F",582,398,36,"R_cat"
"¦è§ø¨½9¾F",16,20,0,"P_cat"
"¦èªù¨½10¾F",8,4,2,"R_cat"
"¦èªù¨½11¾F",11,5,1,"R_cat"
"¦èªù¨½12¾F",6,0,2,"R_cat"
"¦èªù¨½13¾F",39,15,10,"R_cat"
"¦èªù¨½14¾F",6,1,3,"R_cat"
"¦èªù¨½15¾F",16,1,0,"R_cat"
"¦èªù¨½16¾F",11,3,1,"R_cat"
"¦èªù¨½1¾F",27,16,4,"R_cat"
"¦èªù¨½2¾F",18,15,3,"R_cat"
"¦èªù¨½3¾F",22,12,3,"R_cat"
"¦èªù¨½4¾F",22,9,1,"R_cat"
"¦èªù¨½5¾F",211,49,3,"R_cat"
"¦èªù¨½6¾F",50,9,2,"R_cat"
"¦èªù¨½7¾F",59,2,0,"R_cat"
"¦èªù¨½8¾F",35,7,1,"R_cat"
"¦èªù¨½9¾F",1,0,1,"M_cat"
"¦è±d¨½10¾F",4,2,2,"R_cat"
"¦è±d¨½11¾F",8,3,3,"R_cat"
"¦è±d¨½12¾F",5,3,1,"R_cat"
"¦è±d¨½14¾F",23,11,2,"R_cat"
"¦è±d¨½15¾F",32,10,3,"R_cat"
"¦è±d¨½16¾F",24,12,3,"R_cat"
"¦è±d¨½17¾F",35,20,4,"R_cat"
"¦è±d¨½18¾F",2,2,1,"R_cat"
"¦è±d¨½19¾F",17,3,4,"R_cat"
"¦è±d¨½1¾F",4,0,0,"R_cat"
"¦è±d¨½21¾F",1,0,0,"R_cat"
"¦è±d¨½22¾F",1,0,0,"R_cat"
"¦è±d¨½23¾F",1,0,0,"R_cat"
"¦è±d¨½24¾F",13,7,0,"R_cat"
"¦è±d¨½25¾F",4,0,1,"R_cat"
"¦è±d¨½26¾F",292,265,22,"R_cat"
"¦è±d¨½27¾F",2,1,0,"R_cat"
"¦è±d¨½2¾F",5,0,3,"R_cat"
"¦è±d¨½3¾F",4,0,1,"R_cat"
"¦è±d¨½4¾F",9,5,1,"R_cat"
"¦è±d¨½6¾F",3,3,0,"P_cat"
"¦è±d¨½7¾F",3,0,0,"R_cat"
"¦è±d¨½8¾F",114,75,14,"R_cat"
"¦è±d¨½9¾F",4,1,0,"R_cat"
"¦è´ò¨½10¾F",5,0,3,"R_cat"
"¦è´ò¨½11¾F",3,3,0,"R_cat"
"¦è´ò¨½12¾F",4,2,2,"R_cat"
"¦è´ò¨½13¾F",1024,786,68,"R_cat"
"¦è´ò¨½14¾F",14,4,0,"R_cat"
"¦è´ò¨½15¾F",7,2,2,"R_cat"
"¦è´ò¨½16¾F",2,3,1,"P_cat"
"¦è´ò¨½17¾F",15,3,3,"R_cat"
"¦è´ò¨½18¾F",5,2,0,"R_cat"
"¦è´ò¨½19¾F",4,0,0,"R_cat"
"¦è´ò¨½1¾F",5,3,1,"R_cat"
"¦è´ò¨½20¾F",3,0,2,"R_cat"
"¦è´ò¨½21¾F",7,0,0,"R_cat"
"¦è´ò¨½22¾F",3,1,1,"R_cat"
"¦è´ò¨½23¾F",6,2,0,"R_cat"
"¦è´ò¨½24¾F",3,0,0,"R_cat"
"¦è´ò¨½25¾F",5,0,0,"R_cat"
"¦è´ò¨½26¾F",3,0,0,"R_cat"
"¦è´ò¨½27¾F",2,0,1,"R_cat"
"¦è´ò¨½28¾F",2,0,1,"R_cat"
"¦è´ò¨½2¾F",9,2,1,"R_cat"
"¦è´ò¨½30¾F",1,1,0,"P_cat"
"¦è´ò¨½31¾F",2,1,0,"R_cat"
"¦è´ò¨½33¾F",1,1,2,"M_cat"
"¦è´ò¨½3¾F",1,0,0,"R_cat"
"¦è´ò¨½4¾F",9,3,0,"R_cat"
"¦è´ò¨½5¾F",4,0,0,"R_cat"
"¦è´ò¨½6¾F",10,1,2,"R_cat"
"¦è´ò¨½7¾F",3,1,0,"R_cat"
"¦è´ò¨½8¾F",1,1,0,"P_cat"
"¦è´ò¨½9¾F",7,2,1,"R_cat"
"¦è·s¨½10¾F",12,11,0,"R_cat"
"¦è·s¨½11¾F",10,3,1,"R_cat"
"¦è·s¨½12¾F",109,55,13,"R_cat"
"¦è·s¨½13¾F",18,6,5,"R_cat"
"¦è·s¨½14¾F",18,7,1,"R_cat"
"¦è·s¨½15¾F",7,3,1,"R_cat"
"¦è·s¨½17¾F",12,6,0,"R_cat"
"¦è·s¨½1¾F",4,1,3,"R_cat"
"¦è·s¨½2¾F",6,1,2,"R_cat"
"¦è·s¨½3¾F",10,0,0,"R_cat"
"¦è·s¨½4¾F",5,2,3,"R_cat"
"¦è·s¨½5¾F",15,2,1,"R_cat"
"¦è·s¨½6¾F",30,15,5,"R_cat"
"¦è·s¨½7¾F",3,2,1,"R_cat"
"¦è·s¨½8¾F",16,8,4,"R_cat"
"¦è·s¨½9¾F",59,43,4,"R_cat"
"¦í¦w¨½10¾F",3,1,0,"R_cat"
"¦í¦w¨½11¾F",2,0,0,"R_cat"
"¦í¦w¨½12¾F",11,2,1,"R_cat"
"¦í¦w¨½14¾F",6,2,1,"R_cat"
"¦í¦w¨½15¾F",18,3,1,"R_cat"
"¦í¦w¨½16¾F",2,3,0,"P_cat"
"¦í¦w¨½17¾F",2,2,1,"R_cat"
"¦í¦w¨½18¾F",38,23,7,"R_cat"
"¦í¦w¨½19¾F",36,41,3,"P_cat"
"¦í¦w¨½1¾F",60,50,8,"R_cat"
"¦í¦w¨½20¾F",78,70,24,"R_cat"
"¦í¦w¨½2¾F",24,19,3,"R_cat"
"¦í¦w¨½3¾F",173,172,17,"R_cat"
"¦í¦w¨½4¾F",24,11,2,"R_cat"
"¦í¦w¨½5¾F",13,2,1,"R_cat"
"¦í¦w¨½6¾F",8,3,1,"R_cat"
"¦í¦w¨½7¾F",6,4,1,"R_cat"
"¦í¦w¨½8¾F",2,3,3,"M_cat"
"¦í¦w¨½9¾F",5,1,1,"R_cat"
"§µ¼w¨½10¾F",1,0,0,"R_cat"
"§µ¼w¨½11¾F",1,1,0,"R_cat"
"§µ¼w¨½12¾F",2,1,0,"R_cat"
"§µ¼w¨½13¾F",12,2,1,"R_cat"
"§µ¼w¨½14¾F",5,2,1,"R_cat"
"§µ¼w¨½1¾F",8,3,2,"R_cat"
"§µ¼w¨½2¾F",6,0,3,"R_cat"
"§µ¼w¨½3¾F",1,3,0,"P_cat"
"§µ¼w¨½4¾F",3,1,1,"R_cat"
"§µ¼w¨½5¾F",3,3,2,"R_cat"
"§µ¼w¨½6¾F",4,1,4,"R_cat"
"§µ¼w¨½7¾F",7,2,0,"R_cat"
"¨q¤s¨½10¾F",2,2,4,"M_cat"
"¨q¤s¨½11¾F",0,2,2,"M_cat"
"¨q¤s¨½12¾F",0,1,1,"M_cat"
"¨q¤s¨½14¾F",1,0,1,"R_cat"
"¨q¤s¨½15¾F",1,0,0,"R_cat"
"¨q¤s¨½3¾F",1,1,0,"R_cat"
"¨q¤s¨½5¾F",2,1,3,"M_cat"
"¨q¤s¨½7¾F",4,0,1,"R_cat"
"¨q¤s¨½8¾F",1,0,0,"R_cat"
"¨q¤s¨½9¾F",2,0,2,"M_cat"
"¨q´ò¨½10¾F",2,1,1,"R_cat"
"¨q´ò¨½11¾F",4,0,1,"R_cat"
"¨q´ò¨½12¾F",17,5,2,"R_cat"
"¨q´ò¨½13¾F",4,1,0,"R_cat"
"¨q´ò¨½14¾F",9,5,1,"R_cat"
"¨q´ò¨½15¾F",2,0,0,"R_cat"
"¨q´ò¨½16¾F",3,0,0,"R_cat"
"¨q´ò¨½17¾F",2,0,1,"R_cat"
"¨q´ò¨½18¾F",2,2,0,"P_cat"
"¨q´ò¨½19¾F",2,1,0,"R_cat"
"¨q´ò¨½1¾F",0,1,0,"P_cat"
"¨q´ò¨½20¾F",3,1,1,"R_cat"
"¨q´ò¨½21¾F",4,3,1,"R_cat"
"¨q´ò¨½22¾F",0,1,0,"P_cat"
"¨q´ò¨½23¾F",6,3,1,"R_cat"
"¨q´ò¨½24¾F",2,2,0,"P_cat"
"¨q´ò¨½25¾F",2,0,0,"R_cat"
"¨q´ò¨½2¾F",6,1,0,"R_cat"
"¨q´ò¨½3¾F",1,1,0,"P_cat"
"¨q´ò¨½4¾F",3,0,0,"R_cat"
"¨q´ò¨½7¾F",1,1,2,"M_cat"
"¨q´ò¨½8¾F",2,1,0,"R_cat"
"¨q´ò¨½9¾F",13,5,1,"R_cat"
"¨®¼h¨½10¾F",34,19,4,"R_cat"
"¨®¼h¨½11¾F",23,6,1,"R_cat"
"¨®¼h¨½12¾F",29,8,4,"R_cat"
"¨®¼h¨½13¾F",9,2,0,"R_cat"
"¨®¼h¨½14¾F",10,3,1,"R_cat"
"¨®¼h¨½15¾F",20,4,1,"R_cat"
"¨®¼h¨½16¾F",22,1,0,"R_cat"
"¨®¼h¨½17¾F",19,1,0,"R_cat"
"¨®¼h¨½18¾F",23,2,0,"R_cat"
"¨®¼h¨½19¾F",4,1,0,"R_cat"
"¨®¼h¨½1¾F",9,0,4,"R_cat"
"¨®¼h¨½20¾F",14,2,1,"R_cat"
"¨®¼h¨½21¾F",12,1,0,"R_cat"
"¨®¼h¨½22¾F",9,2,1,"R_cat"
"¨®¼h¨½23¾F",5,0,1,"R_cat"
"¨®¼h¨½24¾F",18,2,1,"R_cat"
"¨®¼h¨½25¾F",7,0,0,"R_cat"
"¨®¼h¨½26¾F",4,1,0,"R_cat"
"¨®¼h¨½2¾F",13,2,0,"R_cat"
"¨®¼h¨½3¾F",23,2,0,"R_cat"
"¨®¼h¨½4¾F",5,3,1,"R_cat"
"¨®¼h¨½5¾F",100,73,14,"R_cat"
"¨®¼h¨½6¾F",122,59,10,"R_cat"
"¨®¼h¨½7¾F",17,2,0,"R_cat"
"¨®¼h¨½8¾F",16,7,1,"R_cat"
"¨®¼h¨½9¾F",154,123,16,"R_cat"
"©M¥­¨½10¾F",4,1,0,"R_cat"
"©M¥­¨½11¾F",4,1,2,"R_cat"
"©M¥­¨½12¾F",3,1,1,"R_cat"
"©M¥­¨½13¾F",1,2,0,"P_cat"
"©M¥­¨½14¾F",1,0,0,"R_cat"
"©M¥­¨½15¾F",5,1,0,"R_cat"
"©M¥­¨½16¾F",2,0,0,"R_cat"
"©M¥­¨½17¾F",6,0,3,"R_cat"
"©M¥­¨½18¾F",2,0,0,"R_cat"
"©M¥­¨½1¾F",1,1,0,"P_cat"
"©M¥­¨½20¾F",2,1,1,"R_cat"
"©M¥­¨½21¾F",4,0,0,"R_cat"
"©M¥­¨½22¾F",8,1,0,"R_cat"
"©M¥­¨½23¾F",12,1,1,"R_cat"
"©M¥­¨½24¾F",8,0,4,"R_cat"
"©M¥­¨½2¾F",0,1,0,"P_cat"
"©M¥­¨½3¾F",1,1,0,"R_cat"
"©M¥­¨½4¾F",8,1,0,"R_cat"
"©M¥­¨½5¾F",2,0,0,"R_cat"
"©M¥­¨½6¾F",8,1,1,"R_cat"
"©M¥­¨½7¾F",4,1,0,"R_cat"
"©M¥­¨½8¾F",1,0,0,"R_cat"
"©M¦w¨½11¾F",3,1,1,"R_cat"
"©M¦w¨½12¾F",7,0,1,"R_cat"
"©M¦w¨½13¾F",5,4,1,"R_cat"
"©M¦w¨½14¾F",26,15,2,"R_cat"
"©M¦w¨½15¾F",0,1,0,"P_cat"
"©M¦w¨½16¾F",1,1,2,"M_cat"
"©M¦w¨½17¾F",8,4,1,"R_cat"
"©M¦w¨½18¾F",7,1,2,"R_cat"
"©M¦w¨½19¾F",16,6,2,"R_cat"
"©M¦w¨½1¾F",46,34,3,"R_cat"
"©M¦w¨½20¾F",6,4,2,"R_cat"
"©M¦w¨½21¾F",8,4,4,"R_cat"
"©M¦w¨½2¾F",29,12,5,"R_cat"
"©M¦w¨½3¾F",49,39,11,"R_cat"
"©M¦w¨½4¾F",128,127,20,"R_cat"
"©M¦w¨½5¾F",66,51,5,"R_cat"
"©M¦w¨½6¾F",3,2,0,"R_cat"
"©M¦w¨½7¾F",3,0,0,"R_cat"
"©M¦w¨½8¾F",3,0,0,"R_cat"
"©M¼w¨½15¾F",7,3,0,"R_cat"
"©M¼w¨½16¾F",2,1,0,"R_cat"
"©M¼w¨½17¾F",8,3,0,"R_cat"
"©M¼w¨½18¾F",1,0,0,"R_cat"
"©M¼w¨½1¾F",9,5,1,"R_cat"
"©M¼w¨½21¾F",4,2,0,"R_cat"
"©M¼w¨½22¾F",5,0,1,"R_cat"
"©M¼w¨½23¾F",2,2,2,"M_cat"
"©M¼w¨½24¾F",8,2,1,"R_cat"
"©M¼w¨½25¾F",9,4,4,"R_cat"
"©M¼w¨½26¾F",16,6,0,"R_cat"
"©M¼w¨½2¾F",17,5,1,"R_cat"
"©M¼w¨½3¾F",11,6,1,"R_cat"
"©M¼w¨½4¾F",13,5,1,"R_cat"
"©M¼w¨½5¾F",8,3,0,"R_cat"
"©M¼w¨½6¾F",11,3,2,"R_cat"
"©M¼w¨½7¾F",4,0,0,"R_cat"
"©M¼w¨½8¾F",5,0,1,"R_cat"
"©_©¥¨½19¾F",1,0,0,"R_cat"
"©_©¥¨½1¾F",1,0,0,"R_cat"
"©_©¥¨½21¾F",1,0,1,"R_cat"
"©_©¥¨½22¾F",1,0,0,"R_cat"
"©_©¥¨½26¾F",0,0,1,"M_cat"
"©_©¥¨½28¾F",1,0,0,"R_cat"
"©_©¥¨½2¾F",1,0,0,"R_cat"
"©¥¤s¨½10¾F",4,0,0,"R_cat"
"©¥¤s¨½11¾F",1,0,2,"M_cat"
"©¥¤s¨½12¾F",2,1,1,"R_cat"
"©¥¤s¨½13¾F",4,2,0,"R_cat"
"©¥¤s¨½14¾F",2,0,0,"R_cat"
"©¥¤s¨½15¾F",11,4,2,"R_cat"
"©¥¤s¨½16¾F",5,0,0,"R_cat"
"©¥¤s¨½1¾F",2,0,0,"R_cat"
"©¥¤s¨½2¾F",1,0,0,"R_cat"
"©¥¤s¨½3¾F",1,0,0,"R_cat"
"©¥¤s¨½4¾F",5,2,0,"R_cat"
"©¥¤s¨½6¾F",2,3,0,"P_cat"
"©¥¤s¨½8¾F",6,3,0,"R_cat"
"©¥¤s¨½9¾F",5,2,0,"R_cat"
"©¯¥«¨½10¾F",13,14,7,"P_cat"
"©¯¥«¨½11¾F",5,2,1,"R_cat"
"©¯¥«¨½12¾F",3,0,0,"R_cat"
"©¯¥«¨½13¾F",4,3,1,"R_cat"
"©¯¥«¨½14¾F",14,7,4,"R_cat"
"©¯¥«¨½15¾F",17,9,3,"R_cat"
"©¯¥«¨½16¾F",5,6,0,"P_cat"
"©¯¥«¨½17¾F",6,2,0,"R_cat"
"©¯¥«¨½1¾F",69,65,8,"R_cat"
"©¯¥«¨½2¾F",103,97,8,"R_cat"
"©¯¥«¨½3¾F",8,2,1,"R_cat"
"©¯¥«¨½4¾F",14,5,0,"R_cat"
"©¯¥«¨½5¾F",69,69,14,"R_cat"
"©¯¥«¨½6¾F",10,5,0,"R_cat"
"©¯¥«¨½7¾F",37,18,4,"R_cat"
"©¯¥«¨½8¾F",1,1,0,"R_cat"
"©¯¥«¨½9¾F",12,3,0,"R_cat"
"©¯ºÖ¨½10¾F",4,1,2,"R_cat"
"©¯ºÖ¨½11¾F",31,31,5,"R_cat"
"©¯ºÖ¨½12¾F",52,33,8,"R_cat"
"©¯ºÖ¨½13¾F",22,15,1,"R_cat"
"©¯ºÖ¨½14¾F",1,1,0,"R_cat"
"©¯ºÖ¨½15¾F",7,1,1,"R_cat"
"©¯ºÖ¨½16¾F",48,31,4,"R_cat"
"©¯ºÖ¨½17¾F",4,5,1,"P_cat"
"©¯ºÖ¨½18¾F",2,2,1,"P_cat"
"©¯ºÖ¨½19¾F",40,24,8,"R_cat"
"©¯ºÖ¨½1¾F",113,93,11,"R_cat"
"©¯ºÖ¨½2¾F",26,14,2,"R_cat"
"©¯ºÖ¨½3¾F",30,27,4,"R_cat"
"©¯ºÖ¨½4¾F",63,44,7,"R_cat"
"©¯ºÖ¨½5¾F",7,5,0,"R_cat"
"©¯ºÖ¨½6¾F",4,0,0,"R_cat"
"©¯ºÖ¨½7¾F",127,109,19,"R_cat"
"©¯ºÖ¨½8¾F",21,5,1,"R_cat"
"©¯ºÖ¨½9¾F",14,8,1,"R_cat"
"©µ¥­¨½10¾F",5,1,0,"R_cat"
"©µ¥­¨½11¾F",4,0,0,"R_cat"
"©µ¥­¨½12¾F",4,2,2,"R_cat"
"©µ¥­¨½13¾F",27,7,8,"R_cat"
"©µ¥­¨½14¾F",1,0,0,"R_cat"
"©µ¥­¨½15¾F",5,2,0,"R_cat"
"©µ¥­¨½16¾F",12,2,0,"R_cat"
"©µ¥­¨½17¾F",17,6,2,"R_cat"
"©µ¥­¨½18¾F",12,6,0,"R_cat"
"©µ¥­¨½1¾F",18,3,2,"R_cat"
"©µ¥­¨½2¾F",8,3,0,"R_cat"
"©µ¥­¨½3¾F",20,6,3,"R_cat"
"©µ¥­¨½4¾F",5,2,0,"R_cat"
"©µ¥­¨½5¾F",6,1,1,"R_cat"
"©µ¥­¨½6¾F",4,1,2,"R_cat"
"©µ¥­¨½7¾F",12,4,2,"R_cat"
"©µ¥­¨½8¾F",5,2,0,"R_cat"
"©µ¥­¨½9¾F",11,2,1,"R_cat"
"©¾­s¨½10¾F",2,1,0,"R_cat"
"©¾­s¨½11¾F",5,3,1,"R_cat"
"©¾­s¨½12¾F",2,0,1,"R_cat"
"©¾­s¨½13¾F",1,1,0,"R_cat"
"©¾­s¨½15¾F",2,1,2,"M_cat"
"©¾­s¨½16¾F",3,0,2,"R_cat"
"©¾­s¨½17¾F",1,1,0,"P_cat"
"©¾­s¨½18¾F",1,0,1,"R_cat"
"©¾­s¨½20¾F",2,0,0,"R_cat"
"©¾­s¨½21¾F",6,0,0,"R_cat"
"©¾­s¨½22¾F",3,1,1,"R_cat"
"©¾­s¨½5¾F",1,1,0,"R_cat"
"©¾­s¨½7¾F",4,1,0,"R_cat"
"©¾¶¶¨½10¾F",1,0,0,"R_cat"
"©¾¶¶¨½11¾F",4,2,0,"R_cat"
"©¾¶¶¨½12¾F",1,0,0,"R_cat"
"©¾¶¶¨½13¾F",1,0,0,"R_cat"
"©¾¶¶¨½14¾F",3,2,1,"R_cat"
"©¾¶¶¨½15¾F",2,0,0,"R_cat"
"©¾¶¶¨½16¾F",7,2,3,"R_cat"
"©¾¶¶¨½17¾F",2,1,1,"R_cat"
"©¾¶¶¨½1¾F",9,2,2,"R_cat"
"©¾¶¶¨½2¾F",5,5,1,"R_cat"
"©¾¶¶¨½3¾F",4,1,1,"R_cat"
"©¾¶¶¨½4¾F",3,0,0,"R_cat"
"©¾¶¶¨½5¾F",13,1,0,"R_cat"
"©¾¶¶¨½6¾F",2,1,0,"R_cat"
"©¾¶¶¨½8¾F",0,1,1,"M_cat"
"©¾¶Ô¨½10¾F",6,0,0,"R_cat"
"©¾¶Ô¨½12¾F",2,0,0,"R_cat"
"©¾¶Ô¨½14¾F",3,0,0,"R_cat"
"©¾¶Ô¨½16¾F",1,0,0,"R_cat"
"©¾¶Ô¨½17¾F",2,0,1,"R_cat"
"©¾¶Ô¨½18¾F",2,0,0,"R_cat"
"©¾¶Ô¨½19¾F",3,2,0,"R_cat"
"©¾¶Ô¨½1¾F",9,1,2,"R_cat"
"©¾¶Ô¨½20¾F",4,0,2,"R_cat"
"©¾¶Ô¨½22¾F",1,0,0,"R_cat"
"©¾¶Ô¨½23¾F",6,1,1,"R_cat"
"©¾¶Ô¨½25¾F",0,1,0,"P_cat"
"©¾¶Ô¨½26¾F",7,2,3,"R_cat"
"©¾¶Ô¨½27¾F",5,0,0,"R_cat"
"©¾¶Ô¨½28¾F",9,3,2,"R_cat"
"©¾¶Ô¨½29¾F",10,4,0,"R_cat"
"©¾¶Ô¨½30¾F",2,0,2,"M_cat"
"©¾¶Ô¨½31¾F",11,4,3,"R_cat"
"©¾¶Ô¨½4¾F",4,2,1,"R_cat"
"©¾¶Ô¨½5¾F",7,0,0,"R_cat"
"©¾¶Ô¨½6¾F",3,0,1,"R_cat"
"©¾¶Ô¨½7¾F",6,0,0,"R_cat"
"©¾¶Ô¨½8¾F",6,0,0,"R_cat"
"©¾¶Ô¨½9¾F",5,4,0,"R_cat"
"©¾¸Û¨½10¾F",1,1,0,"R_cat"
"©¾¸Û¨½11¾F",4,1,1,"R_cat"
"©¾¸Û¨½12¾F",6,2,1,"R_cat"
"©¾¸Û¨½13¾F",6,1,0,"R_cat"
"©¾¸Û¨½14¾F",0,1,0,"P_cat"
"©¾¸Û¨½15¾F",4,1,0,"R_cat"
"©¾¸Û¨½18¾F",14,8,2,"R_cat"
"©¾¸Û¨½19¾F",26,12,5,"R_cat"
"©¾¸Û¨½1¾F",0,2,0,"P_cat"
"©¾¸Û¨½20¾F",2,1,0,"R_cat"
"©¾¸Û¨½21¾F",1,1,0,"P_cat"
"©¾¸Û¨½22¾F",0,1,0,"P_cat"
"©¾¸Û¨½24¾F",1,0,0,"R_cat"
"©¾¸Û¨½25¾F",9,5,3,"R_cat"
"©¾¸Û¨½2¾F",19,6,2,"R_cat"
"©¾¸Û¨½3¾F",2,1,0,"R_cat"
"©¾¸Û¨½4¾F",1,1,0,"P_cat"
"©¾¸Û¨½5¾F",2,0,0,"R_cat"
"©¾¸Û¨½6¾F",8,2,3,"R_cat"
"©¾¸Û¨½7¾F",0,1,0,"P_cat"
"©¾¸Û¨½8¾F",1,0,0,"R_cat"
"©¾¸Û¨½9¾F",6,1,0,"R_cat"
"©¾¼w¨½10¾F",2,0,0,"R_cat"
"©¾¼w¨½11¾F",3,2,0,"R_cat"
"©¾¼w¨½12¾F",6,1,2,"R_cat"
"©¾¼w¨½13¾F",12,2,3,"R_cat"
"©¾¼w¨½1¾F",11,3,2,"R_cat"
"©¾¼w¨½2¾F",28,15,4,"R_cat"
"©¾¼w¨½3¾F",10,1,0,"R_cat"
"©¾¼w¨½4¾F",8,0,2,"R_cat"
"©¾¼w¨½5¾F",9,6,1,"R_cat"
"©¾¼w¨½6¾F",5,0,0,"R_cat"
"©¾¼w¨½7¾F",12,1,1,"R_cat"
"©¾¼w¨½8¾F",8,0,0,"R_cat"
"©Ó¼w¨½10¾F",2,0,1,"R_cat"
"©Ó¼w¨½11¾F",3,0,3,"M_cat"
"©Ó¼w¨½12¾F",7,2,3,"R_cat"
"©Ó¼w¨½13¾F",8,2,2,"R_cat"
"©Ó¼w¨½14¾F",3,0,0,"R_cat"
"©Ó¼w¨½15¾F",1,2,0,"P_cat"
"©Ó¼w¨½16¾F",3,2,0,"R_cat"
"©Ó¼w¨½17¾F",1,4,0,"P_cat"
"©Ó¼w¨½18¾F",14,6,4,"R_cat"
"©Ó¼w¨½19¾F",31,13,5,"R_cat"
"©Ó¼w¨½1¾F",9,1,3,"R_cat"
"©Ó¼w¨½20¾F",5,2,1,"R_cat"
"©Ó¼w¨½21¾F",22,9,4,"R_cat"
"©Ó¼w¨½2¾F",13,2,1,"R_cat"
"©Ó¼w¨½3¾F",6,3,0,"R_cat"
"©Ó¼w¨½4¾F",8,8,1,"R_cat"
"©Ó¼w¨½5¾F",10,2,3,"R_cat"
"©Ó¼w¨½6¾F",3,0,0,"R_cat"
"©Ó¼w¨½7¾F",5,2,1,"R_cat"
"©Ó¼w¨½8¾F",2,0,0,"R_cat"
"©Ó¼w¨½9¾F",1,0,0,"R_cat"
"©÷¶©¨½10¾F",7,3,2,"R_cat"
"©÷¶©¨½11¾F",2,0,0,"R_cat"
"©÷¶©¨½12¾F",3,1,1,"R_cat"
"©÷¶©¨½13¾F",2,5,1,"P_cat"
"©÷¶©¨½14¾F",10,6,1,"R_cat"
"©÷¶©¨½15¾F",6,2,0,"R_cat"
"©÷¶©¨½1¾F",27,13,7,"R_cat"
"©÷¶©¨½2¾F",8,6,2,"R_cat"
"©÷¶©¨½3¾F",10,12,3,"P_cat"
"©÷¶©¨½4¾F",10,7,0,"R_cat"
"©÷¶©¨½5¾F",6,1,2,"R_cat"
"©÷¶©¨½6¾F",4,3,1,"R_cat"
"©÷¶©¨½7¾F",4,1,0,"R_cat"
"©÷¶©¨½8¾F",41,20,6,"R_cat"
"©÷¶©¨½9¾F",8,5,5,"R_cat"
"©ú³Ó¨½11¾F",5,5,3,"R_cat"
"©ú³Ó¨½12¾F",7,4,1,"R_cat"
"©ú³Ó¨½13¾F",8,2,0,"R_cat"
"©ú³Ó¨½14¾F",4,4,1,"P_cat"
"©ú³Ó¨½15¾F",8,4,1,"R_cat"
"©ú³Ó¨½16¾F",8,5,1,"R_cat"
"©ú³Ó¨½17¾F",3,2,1,"R_cat"
"©ú³Ó¨½18¾F",4,2,1,"R_cat"
"©ú³Ó¨½1¾F",10,2,1,"R_cat"
"©ú³Ó¨½2¾F",3,0,0,"R_cat"
"©ú³Ó¨½3¾F",7,5,0,"R_cat"
"©ú³Ó¨½4¾F",13,2,1,"R_cat"
"©ú³Ó¨½5¾F",8,6,2,"R_cat"
